Id,Family,Tribe,Genus,Subgenus,"Specific epithet ",Scientific name authorship,Body size class,"ITDmeasured ",Mhd,Thd,Mfd,Mcd,Location of measured specimen,Known distribution,"New record ",Locality,"Crop pollinator ",Sociality,Nest location,Level,"Ref. "
179,Apidae,Euglossini,Euglossa,Euglossella,decorata,"Smith, 1874",medium,3.3,2.41167,1.0915,2.74994,2.83542,MPEG,"Brazil (Amazonas, Minas Gerais, Pará); Colombia (Amazonas, Caquetá, Putumayo); Ecuador (Morona Santiago, Napo, Pastaza, Zamora Chinchipe); Peru (Huánuco, Loreto, San Martín)",no,carajas,no,Solitary,NA,NA,NA
180,Apidae,Euglossini,Euglossa,Glossura,allosticta,"Moure, 1969",medium,3.3,2.41167,1.0915,2.74994,2.83542,MPEG,Honduras; Panama,yes,bocaina,no,Solitary,NA,NA,NA
181,Apidae,Euglossini,Euglossa,Glossura,allosticta,"Moure, 1969",medium,3.3,2.41167,1.0915,2.74994,2.83542,MPEG,Honduras; Panama,yes,canaa dos carajas,no,Solitary,NA,NA,NA
182,Apidae,Euglossini,Euglossa,Glossura,annectans,"Dressler, 1982",medium,3.7,3.57695,1.59555,3.60547,3.9302,UFMG,"Argentina (Misiones); Brazil (Espírito Santo, Minas Gerais, Paraná, Rio de Janeiro, Santa Catarina, São Paulo); Paraguay",no,nova lima,no,Solitary,cavity,species,"Garofalo, C. A.; Camillo, E.; Augusto, S. C.; Jesus, B. M. V. & Serrano, J. C. (1998) Nest Structure and communal nesting in Euglossa (Glossura) annectans Dressler (Hymenoptera, Apidae, Euglossini). Revta Bras. Zool. 15 (3): 589 - 596."
183,Apidae,Euglossini,Euglossa,Glossura,bazinga,"Nemésio & Ferrari, 2012",medium,3.5,2.86981,1.29055,3.09905,3.27478,MPEG,Brazil (Mato Grosso),yes,canaa dos carajas,no,Solitary,NA,NA,NA
184,Apidae,Euglossini,Euglossa,Glossura,chalybeata,"Friese, 1925",medium,3.6,3.11301,1.39573,3.27721,3.50302,MPEG,"Bolivia; Brazil (Acre, Amapá, Amazonas, Mato Grosso, Pará); Guyana; Peru; Suriname",no,carajas,no,Solitary,cavity,species,"Carvalho-Filho, F. S. & Oliveira F. F. (2017) Notes on the nesting biology of five species of Euglossini (Hymenoptera: Apidae) in the Brazilian Amazon. EntomoBrasilis 10 (1): 64-68."
185,Apidae,Euglossini,Euglossa,Glossura,ignita,"Smith, 1874",medium,3.6,3.11301,1.39573,3.27721,3.50302,MPEG,"Brazil (Amapá, Amazonas, Bahia, Espírito Santo, Maranhão, Paraíba, Pará); Colombia; Costa Rica; Ecuador; French Guiana; Guatemala(Guatemala); Guyana; Jamaica; Panama (Chiriquí); Peru; Trinidad and Tobago; Venezuela",no,carajas,no,Solitary,soil,species,"Roberts, R. B. & Dodson, C. H. (1967) Nesting Biology of two communal bees, Euglossa imperialis and Euglossa ignita (Hymenoptera: Apidae), including description of larvae. Annals of the Entomological Society of America 60 (5): 1008-1014."
186,Apidae,Euglossini,Euglossa,Glossura,imperialis,"Cockerell, 1922",medium,3.8,3.8775,1.72448,3.811,4.20181,MPEG,"Brazil (Amazonas, Bahia, Espírito Santo, Maranhão, Minas Gerais, São Paulo); Colombia; Costa Rica; Mexico (Chiapas, Quintana Roo, Veracruz); Panama; Peru",yes,bocaina,no,Solitary,soil,species,"Roberts, R. B. & Dodson, C. H. (1967) Nesting Biology of two communal bees, Euglossa imperialis and Euglossa ignita (Hymenoptera: Apidae), including description of larvae. Annals of the Entomological Society of America 60 (5): 1008-1014."
187,Apidae,Euglossini,Euglossa,Glossura,imperialis,"Cockerell, 1922",medium,3.8,3.8775,1.72448,3.811,4.20181,MPEG,"Brazil (Amazonas, Bahia, Espírito Santo, Maranhão, Minas Gerais, São Paulo); Colombia; Costa Rica; Mexico (Chiapas, Quintana Roo, Veracruz); Panama; Peru",yes,canaa dos carajas,no,Solitary,soil,species,"Roberts, R. B. & Dodson, C. H. (1967) Nesting Biology of two communal bees, Euglossa imperialis and Euglossa ignita (Hymenoptera: Apidae), including description of larvae. Annals of the Entomological Society of America 60 (5): 1008-1014."
188,Apidae,Euglossini,Euglossa,Glossura,imperialis,"Cockerell, 1922",medium,3.8,3.8775,1.72448,3.811,4.20181,MPEG,"Brazil (Amazonas, Bahia, Espírito Santo, Maranhão, Minas Gerais, São Paulo); Colombia; Costa Rica; Mexico (Chiapas, Quintana Roo, Veracruz); Panama; Peru",yes,carajas,no,Solitary,soil,species,"Roberts, R. B. & Dodson, C. H. (1967) Nesting Biology of two communal bees, Euglossa imperialis and Euglossa ignita (Hymenoptera: Apidae), including description of larvae. Annals of the Entomological Society of America 60 (5): 1008-1014."
189,Apidae,Euglossini,Euglossa,Glossura,occidentalis,"Roubik, 2004",medium,3.7,3.67524,1.63776,3.67326,4.01944,UFMG,"Bolivia (La Paz); Colombia (Caquetá, Putumayo); Ecuador (Napo); Peru (Loreto, Madre de Dios)",yes,canaa dos carajas,no,Solitary,NA,NA,NA
190,Apidae,Euglossini,Euglossa,Glossura,occidentalis,"Roubik, 2004",medium,3.7,3.67524,1.63776,3.67326,4.01944,UFMG,"Bolivia (La Paz); Colombia (Caquetá, Putumayo); Ecuador (Napo); Peru (Loreto, Madre de Dios)",yes,carajas,no,Solitary,NA,NA,NA
191,Apidae,Euglossini,Euglossa,Glossura,orellana,"Roubik, 2006",medium,3.7,3.41725,1.52688,3.49407,3.7843,MPEG,"Bolivia (Cochabamba, Santa Cruz); Brazil (Amazonas, Pará, Rondônia); Colombia (Amazonas, Putumayo); Ecuador (Napo); French Guiana (Cayenne, Kourou); Peru (Huánuco, Loreto, Madre de Dios, Pasco, San Martín)",no,carajas,no,Solitary,NA,NA,NA
192,Apidae,Euglossini,Euglossa,Glossura,orellana,"Roubik, 2006",medium,3.7,3.41725,1.52688,3.49407,3.7843,MPEG,"Bolivia (Cochabamba, Santa Cruz); Brazil (Amazonas, Pará, Rondônia); Colombia (Amazonas, Putumayo); Ecuador (Napo); French Guiana (Cayenne, Kourou); Peru (Huánuco, Loreto, Madre de Dios, Pasco, San Martín)",no,bocaina,no,Solitary,NA,NA,NA
193,Apidae,Euglossini,Euglossa,Glossura,orellana,"Roubik, 2006",medium,3.7,3.41725,1.52688,3.49407,3.7843,MPEG,"Bolivia (Cochabamba, Santa Cruz); Brazil (Amazonas, Pará, Rondônia); Colombia (Amazonas, Putumayo); Ecuador (Napo); French Guiana (Cayenne, Kourou); Peru (Huánuco, Loreto, Madre de Dios, Pasco, San Martín)",no,canaa dos carajas,no,Solitary,NA,NA,NA
194,Apidae,Euglossini,Euglossa,Glossura,piliventris,"Guérin, 1844",large,4.3,5.78682,2.53595,5.01799,5.85417,MPEG,"Brazil (Amapá, Amazonas, Maranhão, Pará); Colombia; French Guiana (Cayenne); Guyana; Jamaica; Peru; Suriname; Trinidad and Tobago",no,carajas,no,Solitary,NA,NA,NA
195,Apidae,Euglossini,Euglossa,Glossurella,augaspis,"Dressler, 1982",medium,3,1.74981,0.80136,2.20588,2.17377,MPEG,Brazil (Amazonas); Colombia (Amazonas); Peru (Huánuco); Venezuela (Bolívar),yes,carajas,no,Solitary,NA,NA,NA
196,Apidae,Euglossini,Euglossa,Glossurella,augaspis,"Dressler, 1982",medium,3.1,1.954,0.89124,2.37969,2.38186,MPEG,Brazil (Amazonas); Colombia (Amazonas); Peru (Huánuco); Venezuela (Bolívar),yes,canaa dos carajas,no,Solitary,NA,NA,NA
197,Apidae,Euglossini,Euglossa,Glossurella,crassipunctata,"Moure, 1968",medium,2.8,1.35959,0.62846,1.85472,1.76379,MPEG,"Brazil (Amazonas, Espírito Santo, Minas Gerais, Paraíba); Panama",yes,carajas,no,Solitary,NA,NA,NA
198,Apidae,Euglossini,Euglossa,Glossurella,crassipunctata,"Moure, 1968",medium,2.8,1.35959,0.62846,1.85472,1.76379,MPEG,"Brazil (Amazonas, Espírito Santo, Minas Gerais, Paraíba); Panama",yes,canaa dos carajas,no,Solitary,NA,NA,NA
199,Apidae,Euglossini,Euglossa,Glossurella,prasina,"Dressler, 1982",medium,3,1.74981,0.80136,2.20588,2.17377,MPEG,Bolivia (El Beni); Brazil (Amazonas); Colombia (Amazonas); Ecuador (Napo); Guyana (Pomeroon-Supenaarn); Peru,yes,bocaina,no,Solitary,NA,NA,NA
200,Apidae,Euglossini,Euglossa,Glossurella,stellfeldi,"Moure, 1947",medium,3.6,3.23232,1.44721,3.36301,3.61386,UFMG,"Brazil (Alagoas, Bahia, Espírito Santo, Paraná, Santa Catarina, São Paulo)",yes,nova lima,no,Solitary,cavity,species,"Laroca, S. (1991) Euglossa stellfeldi: Arquitetura do ninho e coexistência com Pseudocentron apicipennis em uma mesma cavidade (Hymenoptera, Apoidea). Acta Biol. Par. 20 (1, 2, 3, 4): 103-108."
201,Apidae,Euglossini,Euglossa,Glossuropoda,intersecta,"Latreille, 1817",large,4.7,7.93015,3.43511,6.23107,7.59992,MPEG,"Region: Brazil (Amapá, Amazonas, Pará); Colombia; French Guiana(Cayenne); Guyana; Peru; Suriname",no,bocaina,yes,Solitary,termite,species,"Carvalho-Filho, F. S. & Oliveira F. F. (2017) Notes on the nesting biology of five species of Euglossini (Hymenoptera: Apidae) in the Brazilian Amazon. EntomoBrasilis 10 (1): 64-68."
202,Apidae,Euglossini,Euglossa,Glossuropoda,intersecta,"Latreille, 1817",large,4.7,7.93015,3.43511,6.23107,7.59992,MPEG,"Region: Brazil (Amapá, Amazonas, Pará); Colombia; French Guiana(Cayenne); Guyana; Peru; Suriname",no,carajas,yes,Solitary,termite,species,"Carvalho-Filho, F. S. & Oliveira F. F. (2017) Notes on the nesting biology of five species of Euglossini (Hymenoptera: Apidae) in the Brazilian Amazon. EntomoBrasilis 10 (1): 64-68."
203,Apidae,Euglossini,Euglossa,Glossuropoda,intersecta,"Latreille, 1817",large,4.7,7.93015,3.43511,6.23107,7.59992,MPEG,"Region: Brazil (Amapá, Amazonas, Pará); Colombia; French Guiana(Cayenne); Guyana; Peru; Suriname",no,canaa dos carajas,yes,Solitary,termite,species,"Carvalho-Filho, F. S. & Oliveira F. F. (2017) Notes on the nesting biology of five species of Euglossini (Hymenoptera: Apidae) in the Brazilian Amazon. EntomoBrasilis 10 (1): 64-68."
204,Apidae,Euglossini,Euglossa,Glossuropoda,juremae,"Moure, 1989",medium,3.4,2.71977,1.2255,2.98677,3.13231,MPEG,"Brazil (Pará, Rondônia)",no,canaa dos carajas,no,Solitary,NA,NA,NA
205,Apidae,Euglossini,Eulaema,Apeulaema,cingulata,"Fabricius, 1804",large,6.4,22.18331,9.25185,12.63427,17.81722,MPEG,"Belize; Bolivia (Cochabamba, El Beni, Santa Cruz); Brazil (Acre, Alagoas, Amapá, Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Norte, Rio de Janeiro, Rondônia, Roraima, São Paulo, Tocantins); Colombia (Antioquia, Arauca, Boyaca, Chocó, Meta, Tolima, Valle del Cauca); Costa Rica; Ecuador; El Salvador; French Guiana(Cayenne); Guatemala; Guyana; Honduras; Mexico (Chiapas, Nayarit, Quintana Roo, Tabasco, Veracruz); Nicaragua; Panama; Peru (Loreto, Madre de Dios); Suriname; Trinidad and Tobago; Venezuela (Amazonas, Aragua, Barinas, Bolívar, Distrito Federal, Lara, Monagas, Táchira, Zulia)",no,carajas,yes,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
206,Apidae,Euglossini,Eulaema,Apeulaema,mocsaryi,"Friese, 1899",large,5.9,17.44075,7.33864,10.70947,14.59878,MPEG,"Bolivia (Cochabamba, El Beni); Brazil (Acre, Amapá, Amazonas, Mato Grosso, Pará, Piauí, Rondônia, Roraima); Colombia (Amazonas, Meta); Ecuador; French Guiana; Guyana; Peru (Loreto, Madre de Dios, Ucayali); Suriname; Venezuela(Bolívar, Táchira)",no,carajas,yes,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
207,Apidae,Euglossini,Eulaema,Apeulaema,nigrita,"Lepeletier, 1841",large,5.1,10.57798,4.5337,7.59524,9.64816,MPEG,"Argentina (Misiones); Bolivia (Santa Cruz); Brazil (Acre, Amapá, Amazonas, Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Piauí, Rio Grande do Norte, Rio de Janeiro, Rondônia, Roraima, Santa Catarina, São Paulo, Tocantins); Colombia (Antioquia, Cauca, Meta, Valle del Cauca); Costa Rica; French Guiana (Cayenne); Guyana; Panama; Paraguay; Peru (Cajamarca, San Martín); Suriname; Trinidad and Tobago; Venezuela (Amazonas, Aragua, Bolívar, Distrito Federal, Monagas, Zulia)",no,carajas,yes,Solitary,cavity,species,"Santos, M. L. & Garófalo, C. A. (1994) Nesting biology and nest re-use of Eulaema nigrita (Hymenoptera: Apidae, Euglossini). Ins. Soc. 41:99-110."
208,Apidae,Euglossini,Eulaema,Apeulaema,pseudocingulata,"Oliveira, 2006",large,5.9,16.66262,7.02302,10.3788,14.05719,MPEG,"Brazil (Acre, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia); French Guiana; Guyana; Peru (Loreto, Ucayali); Suriname; Trinidad and Tobago; Venezuela (Amazonas, Barinas, Miranda)",no,canaa dos carajas,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
209,Apidae,Euglossini,Eulaema,Eulaema,bombiformis,"Packard, 1869",large,6.9,29.16064,12.03993,15.24633,22.34682,MPEG,"Bolivia (El Beni); Brazil (Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima); Colombia (Amazonas, Cauca, Chocó); Costa Rica; Ecuador; French Guiana; Guyana; Honduras; Nicaragua; Panama; Peru (Amazonas, Loreto, Madre de Dios, Ucayali); Suriname; Venezuela (Amazonas, Aragua, Bolívar, Lara)",no,carajas,yes,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
210,Apidae,Euglossini,Eulaema,Eulaema,meriana,"Olivier, 1789",large,6.8,27.76631,11.48495,14.74155,21.45808,MPEG,"Bolivia; Brazil (Amapá, Amazonas, Bahia, Ceará, Espírito Santo, Maranhão, Mato Grosso, Pará, Pernambuco, Rio de Janeiro, São Paulo); Colombia; Costa Rica (San José); Ecuador; French Guiana (Cayenne); Mexico; Panama (Chiriquí, Panamá); Peru; Suriname; Venezuela",no,carajas,yes,Solitary,cavity,species,"Cameron, S. A. & Ramirez, S. (2001) Nest Architecture and Nesting Ecology of the Orchid Bee Eulaema meriana (Hymenoptera: Apinae: Euglossini). Journal of the Kansas Entomological Society 74 (3): 142-165."
211,Apidae,Euglossini,Eulaema,Eulaema,seabrai,"Moure, 1960",large,6.7,26.15579,10.84263,14.14852,20.42192,UFMG,"Brazil (Bahia, Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo)",no,nova lima,yes,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
212,Apidae,Euglossini,Eulaema,Eulaema,tenuifasciata,"Friese, 1925",large,6.4,21.95011,9.15815,12.54285,17.66194,MPEG,Bolivia; Brazil,no,carajas,no,Solitary,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
213,Apidae,Euglossini,Exaerete,NA,frontalis,"Guérin, 1844",large,6.1,19.28436,8.08441,11.47509,15.86584,MPEG,"Bolivia; Brazil (Acre, Amapá, Amazonas, Bahia, Espírito Santo, Goiás, Maranhão, Mato Grosso, Paraíba, Pará, Rondônia); Colombia; Ecuador; French Guiana (Cayenne); Guyana; Mexico (Veracruz); Panama; Peru; Venezuela",no,carajas,no,Cleptoparasitic,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
214,Apidae,Euglossini,Exaerete,NA,smaragdina,"Guérin, 1844",large,4.6,7.48488,3.24915,5.98848,7.24472,MPEG,"Argentina; Bolivia; Brazil (Amazonas, Espírito Santo, Maranhão, Minas Gerais, Paraná, Paraíba, Pará, Rio de Janeiro, São Paulo); Colombia; Costa Rica(San José); Ecuador; French Guiana; Guyana; Mexico (Chiapas, Jalisco, Nayarit, Quintana Roo, Veracruz, Yucatan); Panama (Panamá); Paraguay; Peru; Trinidad and Tobago; Venezuela",no,carajas,yes,Cleptoparasitic,cavity,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
215,Apidae,Exomalopsini,Exomalopsis,Diomalopsis,bicellulares,"Michener & Moure, 1957",small,1.6,0.2109,0.10441,0.51538,0.37678,UFMG,"Brazil (Paraná, São Paulo)",yes,nova lima,no,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
216,Apidae,Exomalopsini,Exomalopsis,Exomalopsis,subtilis,"Timberlake, 1980",small,1.8,0.32539,0.15854,0.6943,0.53961,UFMG,"Costa Rica (Guanacaste, Puntarenas); Panama (Chiriquí, Coclé, Panamá)",yes,nova lima,no,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
217,Apidae,Exomalopsini,Exomalopsis,Exomalopsis,analis,"Spinola, 1853",small,1.7,0.25864,0.12709,0.59296,0.44616,UFMG,"Mexico (San Luis Potosí); United States of America (Texas); Neotropical Region: Argentina (Buenos Aires, Chaco, Córdoba, Entre Rios, Formosa, Misiones, Salta, Santiago del Estero, Tucumán); Belize; Bolivia (La Paz, Santa Cruz); Brazil (Alagoas, Amazonas, Bahia, Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Norte, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo); Costa Rica; El Salvador; Guatemala; Honduras; Mexico(Chiapas, Hidalgo, Jalisco, Michoacán, Morelos, Nayarit, Oaxaca, Puebla, Quintana Roo, Sinaloa, Veracruz, Yucatan); Panama; Paraguay (Alto Paraná, Guairá, San Pedro); Peru",no,nova lima,yes,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
218,Apidae,Exomalopsini,Exomalopsis,Exomalopsis,analis,"Spinola, 1853",small,1.7,0.25864,0.12709,0.59296,0.44616,UFMG,"Mexico (San Luis Potosí); United States of America (Texas); Neotropical Region: Argentina (Buenos Aires, Chaco, Córdoba, Entre Rios, Formosa, Misiones, Salta, Santiago del Estero, Tucumán); Belize; Bolivia (La Paz, Santa Cruz); Brazil (Alagoas, Amazonas, Bahia, Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Norte, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo); Costa Rica; El Salvador; Guatemala; Honduras; Mexico(Chiapas, Hidalgo, Jalisco, Michoacán, Morelos, Nayarit, Oaxaca, Puebla, Quintana Roo, Sinaloa, Veracruz, Yucatan); Panama; Paraguay (Alto Paraná, Guairá, San Pedro); Peru",no,canaa dos carajas,yes,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
219,Apidae,Exomalopsini,Exomalopsis,Exomalopsis,analis,"Spinola, 1853",small,1.7,0.25864,0.12709,0.59296,0.44616,MPEG,"Mexico (San Luis Potosí); United States of America (Texas); Neotropical Region: Argentina (Buenos Aires, Chaco, Córdoba, Entre Rios, Formosa, Misiones, Salta, Santiago del Estero, Tucumán); Belize; Bolivia (La Paz, Santa Cruz); Brazil (Alagoas, Amazonas, Bahia, Distrito Federal, Goiás, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Paraíba, Pará, Pernambuco, Rio Grande do Norte, Rio de Janeiro, Santa Catarina, Sergipe, São Paulo); Costa Rica; El Salvador; Guatemala; Honduras; Mexico(Chiapas, Hidalgo, Jalisco, Michoacán, Morelos, Nayarit, Oaxaca, Puebla, Quintana Roo, Sinaloa, Veracruz, Yucatan); Panama; Paraguay (Alto Paraná, Guairá, San Pedro); Peru",no,carajas,yes,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
220,Apidae,Exomalopsini,Exomalopsis,Exomalopsis,auropilosa,"Spinola, 1855",small,1.6,0.22917,0.11312,0.54567,0.40363,UFMG,"Argentina (Chaco, Misiones); Bolivia (Santa Cruz); Brazil(Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Pará, Rio Grande do Sul, Rio de Janeiro, Rondônia, São Paulo); Paraguay (Guairá, Itapúa, Paraguarí); Peru; Venezuela (Bolívar)",no,nova lima,yes,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
221,Apidae,Exomalopsini,Exomalopsis,Exomalopsis,auropilosa,"Spinola, 1855",small,1.6,0.22917,0.11312,0.54567,0.40363,UFMG,"Argentina (Chaco, Misiones); Bolivia (Santa Cruz); Brazil(Amazonas, Bahia, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Paraná, Pará, Rio Grande do Sul, Rio de Janeiro, Rondônia, São Paulo); Paraguay (Guairá, Itapúa, Paraguarí); Peru; Venezuela (Bolívar)",no,canaa dos carajas,yes,Solitary,soil,genus,"Michener, C. D. (2007). The Bees of the world. 2nd edition. The John Hopkins University Press, Baltimore, p. 953."
